word|entry_id|source
お願いします|1001720|jmdict-eng-common
御願いします|1001720|jmdict-eng-common
おねがいいたします|1001730|jmdict-eng-common
お願いいたします|1001730|jmdict-eng-common
お願い致します|1001730|jmdict-eng-common
御願いいたします|1001730|jmdict-eng-common
御願い致します|1001730|jmdict-eng-common
おかえりなさい|1001740|jmdict-eng-common
お帰りなさい|1001740|jmdict-eng-common
御帰りなさい|1001740|jmdict-eng-common
おきゃくさま|1001770|jmdict-eng-common
お客さま|1001770|jmdict-eng-common
お客様|1001770|jmdict-eng-common
御客さま|1001770|jmdict-eng-common
御客様|1001770|jmdict-eng-common
おやすみなさい|1001780|jmdict-eng-common
お休みなさい|1001780|jmdict-eng-common
御休みなさい|1001780|jmdict-eng-common
おかね|1001820|jmdict-eng-common
お金|1001820|jmdict-eng-common
御金|1001820|jmdict-eng-common
おにいさん|1001830|jmdict-eng-common
お兄さん|1001830|jmdict-eng-common
御兄さん|1001830|jmdict-eng-common
おこのみやき|1001890|jmdict-eng-common
おこのみ焼き|1001890|jmdict-eng-common
お好みやき|1001890|jmdict-eng-common
お好み焼|1001890|jmdict-eng-common
お好み焼き|1001890|jmdict-eng-common
御好み焼|1001890|jmdict-eng-common
御好み焼き|1001890|jmdict-eng-common
おしぼり|1001910|jmdict-eng-common
お絞り|1001910|jmdict-eng-common
御絞り|1001910|jmdict-eng-common
おまいり|1001950|jmdict-eng-common
お参り|1001950|jmdict-eng-common
御参り|1001950|jmdict-eng-common
おさん|1001960|jmdict-eng-common
お産|1001960|jmdict-eng-common
御産|1001960|jmdict-eng-common
おしまい|1001970|jmdict-eng-common
お仕舞|1001970|jmdict-eng-common
お仕舞い|1001970|jmdict-eng-common
お終い|1001970|jmdict-eng-common
御仕舞|1001970|jmdict-eng-common
御仕舞い|1001970|jmdict-eng-common
御終い|1001970|jmdict-eng-common
おつかい|1001980|jmdict-eng-common
お使|1001980|jmdict-eng-common
お使い|1001980|jmdict-eng-common
お遣い|1001980|jmdict-eng-common
御使|1001980|jmdict-eng-common
御使い|1001980|jmdict-eng-common
御遣い|1001980|jmdict-eng-common
おねえさん|1001990|jmdict-eng-common
お姉さん|1001990|jmdict-eng-common
お姐さん|1001990|jmdict-eng-common
御姉さん|1001990|jmdict-eng-common
御姐さん|1001990|jmdict-eng-common
おこさま|1002010|jmdict-eng-common
お子さま|1002010|jmdict-eng-common
お子様|1002010|jmdict-eng-common
御子さま|1002010|jmdict-eng-common
御子様|1002010|jmdict-eng-common
おじぎ|1002030|jmdict-eng-common
お辞儀|1002030|jmdict-eng-common
御辞儀|1002030|jmdict-eng-common
おじゃまします|1002050|jmdict-eng-common
お邪魔します|1002050|jmdict-eng-common
御邪魔します|1002050|jmdict-eng-common
おまもり|1002060|jmdict-eng-common
お守|1002060|jmdict-eng-common
お守り|1002060|jmdict-eng-common
御守|1002060|jmdict-eng-common
御守り|1002060|jmdict-eng-common
おてあげ|1002080|jmdict-eng-common
お手あげ|1002080|jmdict-eng-common
お手上げ|1002080|jmdict-eng-common
御手上げ|1002080|jmdict-eng-common
おてあらい|1002100|jmdict-eng-common
お手洗い|1002100|jmdict-eng-common
御手洗|1002100|jmdict-eng-common
御手洗い|1002100|jmdict-eng-common
おてつだいさん|1002110|jmdict-eng-common
お手伝いさん|1002110|jmdict-eng-common
御手伝いさん|1002110|jmdict-eng-common
おまわりさん|1002120|jmdict-eng-common
お巡りさん|1002120|jmdict-eng-common
御巡りさん|1002120|jmdict-eng-common
おじょうさん|1002170|jmdict-eng-common
お嬢さん|1002170|jmdict-eng-common
御嬢さん|1002170|jmdict-eng-common
おせじ|1002250|jmdict-eng-common
お世辞|1002250|jmdict-eng-common
御世辞|1002250|jmdict-eng-common
おせわになる|1002260|jmdict-eng-common
お世話になる|1002260|jmdict-eng-common
御世話になる|1002260|jmdict-eng-common
おさきに|1002280|jmdict-eng-common
お先に|1002280|jmdict-eng-common
おまい|1002290|jmdict-eng-common
おまえ|1002290|jmdict-eng-common
お前|1002290|jmdict-eng-common
御前|1002290|jmdict-eng-common
おじいさん|1002320|jmdict-eng-common
お爺さん|1002320|jmdict-eng-common
お祖父さん|1002320|jmdict-eng-common
御爺さん|1002320|jmdict-eng-common
御祖父さん|1002320|jmdict-eng-common
おばあさん|1002330|jmdict-eng-common
おばーさん|1002330|jmdict-eng-common
お婆さん|1002330|jmdict-eng-common
お祖母さん|1002330|jmdict-eng-common
御婆さん|1002330|jmdict-eng-common
御祖母さん|1002330|jmdict-eng-common
おはようございます|1002340|jmdict-eng-common
おはよう御座います|1002340|jmdict-eng-common
おはよーございます|1002340|jmdict-eng-common
お早うございます|1002340|jmdict-eng-common
お早う御座います|1002340|jmdict-eng-common
おふくろ|1002370|jmdict-eng-common
お母|1002370|jmdict-eng-common
お袋|1002370|jmdict-eng-common
オフクロ|1002370|jmdict-eng-common
御袋|1002370|jmdict-eng-common
おだいじに|1002390|jmdict-eng-common
お大事に|1002390|jmdict-eng-common
おたく|1002400|jmdict-eng-common
お宅|1002400|jmdict-eng-common
御宅|1002400|jmdict-eng-common
おたんじょうびおめでとうございます|1002410|jmdict-eng-common
お誕生日おめでとうございます|1002410|jmdict-eng-common
御誕生日おめでとうございます|1002410|jmdict-eng-common
おちゃ|1002430|jmdict-eng-common
お茶|1002430|jmdict-eng-common
御茶|1002430|jmdict-eng-common
おしゃべり|1002450|jmdict-eng-common
お喋り|1002450|jmdict-eng-common
御喋り|1002450|jmdict-eng-common
おてんき|1002470|jmdict-eng-common
お天気|1002470|jmdict-eng-common
御天気|1002470|jmdict-eng-common
おみあげ|1002500|jmdict-eng-common
おみやげ|1002500|jmdict-eng-common
お土産|1002500|jmdict-eng-common
御土産|1002500|jmdict-eng-common
おでこ|1002530|jmdict-eng-common
お凸|1002530|jmdict-eng-common
御凸|1002530|jmdict-eng-common
おつかれさま|1002570|jmdict-eng-common
おつかれ様|1002570|jmdict-eng-common
お疲れさま|1002570|jmdict-eng-common
お疲れ様|1002570|jmdict-eng-common
御疲れ様|1002570|jmdict-eng-common
おとうさん|1002590|jmdict-eng-common
おとっさん|1002590|jmdict-eng-common
お父さん|1002590|jmdict-eng-common
御父さん|1002590|jmdict-eng-common
おなか|1002610|jmdict-eng-common
お中|1002610|jmdict-eng-common
お腹|1002610|jmdict-eng-common
御中|1002610|jmdict-eng-common
御腹|1002610|jmdict-eng-common
おかえし|1002640|jmdict-eng-common
お返し|1002640|jmdict-eng-common
御返し|1002640|jmdict-eng-common
おかあさん|1002650|jmdict-eng-common
おかーさん|1002650|jmdict-eng-common
お母さん|1002650|jmdict-eng-common
御母さん|1002650|jmdict-eng-common
おすみつき|1002680|jmdict-eng-common
お墨つき|1002680|jmdict-eng-common
お墨付|1002680|jmdict-eng-common
お墨付き|1002680|jmdict-eng-common
御墨付き|1002680|jmdict-eng-common
おはなしちゅう|1002750|jmdict-eng-common
お話し中|1002750|jmdict-eng-common
お話中|1002750|jmdict-eng-common
御話し中|1002750|jmdict-eng-common
御話中|1002750|jmdict-eng-common
おしゃれ|1002770|jmdict-eng-common
お洒落|1002770|jmdict-eng-common
オシャレ|1002770|jmdict-eng-common
御洒落|1002770|jmdict-eng-common
かしこまりました|1002790|jmdict-eng-common
畏まりました|1002790|jmdict-eng-common
かしら|1002800|jmdict-eng-common
かしらん|1002800|jmdict-eng-common
かちかち|1002840|jmdict-eng-common
かちこち|1002840|jmdict-eng-common
こちこち|1002840|jmdict-eng-common
カチカチ|1002840|jmdict-eng-common
カチコチ|1002840|jmdict-eng-common
カッチカチ|1002840|jmdict-eng-common
コチコチ|1002840|jmdict-eng-common
かっと|1002910|jmdict-eng-common
カッと|1002910|jmdict-eng-common
かな|1002940|jmdict-eng-common
かなぁ|1002940|jmdict-eng-common
かなあ|1002940|jmdict-eng-common
かなー|1002940|jmdict-eng-common
かなわない|1002950|jmdict-eng-common
敵わない|1002950|jmdict-eng-common
適わない|1002950|jmdict-eng-common
かもしれない|1002970|jmdict-eng-common
かも知れない|1002970|jmdict-eng-common
かもしれません|1002975|jmdict-eng-common
かも知れません|1002975|jmdict-eng-common
から|1002980|jmdict-eng-common
からり|1003040|jmdict-eng-common
かよわい|1003060|jmdict-eng-common
か弱い|1003060|jmdict-eng-common
がさがさ|1003090|jmdict-eng-common
ガサガサ|1003090|jmdict-eng-common
がたがた|1003100|jmdict-eng-common
ガタガタ|1003100|jmdict-eng-common
がっかり|1003170|jmdict-eng-common
ガッカリ|1003170|jmdict-eng-common
がっくり|1003190|jmdict-eng-common
ガックリ|1003190|jmdict-eng-common
がっしり|1003200|jmdict-eng-common
がっちり|1003210|jmdict-eng-common
ガッチリ|1003210|jmdict-eng-common
がぶがぶ|1003250|jmdict-eng-common
ガブガブ|1003250|jmdict-eng-common
かやかや|1003280|jmdict-eng-common
がやがや|1003280|jmdict-eng-common
カヤカヤ|1003280|jmdict-eng-common
ガヤガヤ|1003280|jmdict-eng-common
きちっと|1003390|jmdict-eng-common
きちんと|1003400|jmdict-eng-common
きっちり|1003420|jmdict-eng-common
キッチリ|1003420|jmdict-eng-common
きっと|1003430|jmdict-eng-common
キッと|1003430|jmdict-eng-common
屹度|1003430|jmdict-eng-common
急度|1003430|jmdict-eng-common
きっぱり|1003440|jmdict-eng-common
キッパリ|1003440|jmdict-eng-common
きつい|1003450|jmdict-eng-common
キツい|1003450|jmdict-eng-common
キツイ|1003450|jmdict-eng-common
きょときょと|1003490|jmdict-eng-common
きょろきょろ|1003490|jmdict-eng-common
キョトキョト|1003490|jmdict-eng-common
キョロキョロ|1003490|jmdict-eng-common
きらきら|1003500|jmdict-eng-common
キラキラ|1003500|jmdict-eng-common
ぎこちない|1003550|jmdict-eng-common
ぎごちない|1003550|jmdict-eng-common
ぎざぎざ|1003560|jmdict-eng-common
ギザギザ|1003560|jmdict-eng-common
刻々|1003560|jmdict-eng-common
刻刻|1003560|jmdict-eng-common
段々|1003560|jmdict-eng-common
段段|1003560|jmdict-eng-common
ぎっしり|1003590|jmdict-eng-common
ぎっちり|1003590|jmdict-eng-common
ギッシリ|1003590|jmdict-eng-common
ギッチリ|1003590|jmdict-eng-common
ぎゅうぎゅう|1003600|jmdict-eng-common
ぎゅって|1003620|jmdict-eng-common
ぎゅっと|1003620|jmdict-eng-common
ギュって|1003620|jmdict-eng-common
ギュっと|1003620|jmdict-eng-common
ギュッて|1003620|jmdict-eng-common
ギュッと|1003620|jmdict-eng-common
ぎょっと|1003630|jmdict-eng-common
ギョッと|1003630|jmdict-eng-common
ぎらぎら|1003650|jmdict-eng-common
ギラギラ|1003650|jmdict-eng-common
ぎりぎり|1003660|jmdict-eng-common
ギリギリ|1003660|jmdict-eng-common
限り限り|1003660|jmdict-eng-common
くしゃくしゃ|1003700|jmdict-eng-common
クシャクシャ|1003700|jmdict-eng-common
くさめ|1003710|jmdict-eng-common
くしゃみ|1003710|jmdict-eng-common
くっさめ|1003710|jmdict-eng-common
クシャミ|1003710|jmdict-eng-common
嚏|1003710|jmdict-eng-common
嚔|1003710|jmdict-eng-common
くすぐったい|1003730|jmdict-eng-common
擽ぐったい|1003730|jmdict-eng-common
擽ったい|1003730|jmdict-eng-common
くすぐる|1003740|jmdict-eng-common
擽ぐる|1003740|jmdict-eng-common
擽る|1003740|jmdict-eng-common
くたくた|1003770|jmdict-eng-common
くったくた|1003770|jmdict-eng-common
クタクタ|1003770|jmdict-eng-common
くたばる|1003790|jmdict-eng-common
くたびれる|1003810|jmdict-eng-common
草臥れる|1003810|jmdict-eng-common
くっきり|1003840|jmdict-eng-common
クッキリ|1003840|jmdict-eng-common
くっつく|1003860|jmdict-eng-common
くっ付く|1003860|jmdict-eng-common
食っ付く|1003860|jmdict-eng-common
くっつける|1003870|jmdict-eng-common
くっ付ける|1003870|jmdict-eng-common
くどくど|1003890|jmdict-eng-common
くまなく|1003920|jmdict-eng-common
隈なく|1003920|jmdict-eng-common
隈無く|1003920|jmdict-eng-common
くよくよ|1003930|jmdict-eng-common
クヨクヨ|1003930|jmdict-eng-common
くらべ|1003950|jmdict-eng-common
比べ|1003950|jmdict-eng-common
競べ|1003950|jmdict-eng-common
較べ|1003950|jmdict-eng-common
くるくる|1003960|jmdict-eng-common
クルクル|1003960|jmdict-eng-common
ぐずぐず|1004040|jmdict-eng-common
グズグズ|1004040|jmdict-eng-common
愚図愚図|1004040|jmdict-eng-common
ぐっすり|1004060|jmdict-eng-common
グッスリ|1004060|jmdict-eng-common
ぐたり|1004070|jmdict-eng-common
ぐったり|1004070|jmdict-eng-common
グタリ|1004070|jmdict-eng-common
グッタリ|1004070|jmdict-eng-common
ぐらぐら|1004110|jmdict-eng-common
グラグラ|1004110|jmdict-eng-common
ぐるぐる|1004140|jmdict-eng-common
グルグル|1004140|jmdict-eng-common
けじめ|1004170|jmdict-eng-common
ケジメ|1004170|jmdict-eng-common
けど|1004200|jmdict-eng-common
けども|1004200|jmdict-eng-common
こう|1004310|jmdict-eng-common
斯う|1004310|jmdict-eng-common
こういう|1004320|jmdict-eng-common
こうゆう|1004320|jmdict-eng-common
こう言う|1004320|jmdict-eng-common
こーいう|1004320|jmdict-eng-common
こーゆー|1004320|jmdict-eng-common
こうすると|1004330|jmdict-eng-common
こうすれば|1004340|jmdict-eng-common
こそ|1004410|jmdict-eng-common
こそこそ|1004420|jmdict-eng-common
コソコソ|1004420|jmdict-eng-common
こだわる|1004480|jmdict-eng-common
拘る|1004480|jmdict-eng-common
拘わる|1004480|jmdict-eng-common
こち|1004500|jmdict-eng-common
こちら|1004500|jmdict-eng-common
こっち|1004500|jmdict-eng-common
此方|1004500|jmdict-eng-common
こっそり|1004520|jmdict-eng-common
コッソリ|1004520|jmdict-eng-common
こつこつ|1004530|jmdict-eng-common
コツコツ|1004530|jmdict-eng-common
ことがある|1004540|jmdict-eng-common
事がある|1004540|jmdict-eng-common
ことができる|1004550|jmdict-eng-common
ことが出来る|1004550|jmdict-eng-common
事ができる|1004550|jmdict-eng-common
事が出来る|1004550|jmdict-eng-common
ことごとく|1004570|jmdict-eng-common
尽く|1004570|jmdict-eng-common
悉く|1004570|jmdict-eng-common
ことになる|1004590|jmdict-eng-common
事になる|1004590|jmdict-eng-common
ことによって|1004600|jmdict-eng-common
事によって|1004600|jmdict-eng-common
このため|1004640|jmdict-eng-common
このほか|1004660|jmdict-eng-common
この外|1004660|jmdict-eng-common
このあいだ|1004690|jmdict-eng-common
このかん|1004690|jmdict-eng-common
この間|1004690|jmdict-eng-common
此の間|1004690|jmdict-eng-common
このごろ|1004710|jmdict-eng-common
この頃|1004710|jmdict-eng-common
此の頃|1004710|jmdict-eng-common
このへん|1004750|jmdict-eng-common
この辺|1004750|jmdict-eng-common
此の辺|1004750|jmdict-eng-common
これから|1004790|jmdict-eng-common
是から|1004790|jmdict-eng-common
此から|1004790|jmdict-eng-common
此れから|1004790|jmdict-eng-common
これで|1004800|jmdict-eng-common
これまで|1004820|jmdict-eng-common
これ迄|1004820|jmdict-eng-common
是迄|1004820|jmdict-eng-common
此れまで|1004820|jmdict-eng-common
此れ迄|1004820|jmdict-eng-common
これら|1004830|jmdict-eng-common
これ等|1004830|jmdict-eng-common
之等|1004830|jmdict-eng-common
是等|1004830|jmdict-eng-common
此れ等|1004830|jmdict-eng-common
此等|1004830|jmdict-eng-common
ころころ|1004840|jmdict-eng-common
ころんころん|1004840|jmdict-eng-common
コロコロ|1004840|jmdict-eng-common
コロンコロン|1004840|jmdict-eng-common
こんな|1004880|jmdict-eng-common
こんなに|1004890|jmdict-eng-common
ごみばこ|1005010|jmdict-eng-common
ごみ箱|1005010|jmdict-eng-common
ゴミ箱|1005010|jmdict-eng-common
塵箱|1005010|jmdict-eng-common
芥箱|1005010|jmdict-eng-common
護美箱|1005010|jmdict-eng-common
ごろごろ|1005020|jmdict-eng-common
ごろんごろん|1005020|jmdict-eng-common
ゴロゴロ|1005020|jmdict-eng-common
ゴロンゴロン|1005020|jmdict-eng-common
ごくろうさま|1005030|jmdict-eng-common
ごくろーさま|1005030|jmdict-eng-common
ご苦労さま|1005030|jmdict-eng-common
ご苦労様|1005030|jmdict-eng-common
御苦労さま|1005030|jmdict-eng-common
御苦労様|1005030|jmdict-eng-common
ごちそうさまでした|1005080|jmdict-eng-common
ご馳走さまでした|1005080|jmdict-eng-common
ご馳走様でした|1005080|jmdict-eng-common
御馳走様でした|1005080|jmdict-eng-common
さぁ|1005110|jmdict-eng-common
さあ|1005110|jmdict-eng-common
さー|1005110|jmdict-eng-common
さえ|1005120|jmdict-eng-common
させる|1005160|jmdict-eng-common
さっき|1005180|jmdict-eng-common
先|1005180|jmdict-eng-common
先刻|1005180|jmdict-eng-common
さっさと|1005190|jmdict-eng-common
サッサと|1005190|jmdict-eng-common
さっと|1005200|jmdict-eng-common
サッと|1005200|jmdict-eng-common
颯っと|1005200|jmdict-eng-common
颯と|1005200|jmdict-eng-common
さっぱり|1005210|jmdict-eng-common
さらさら|1005310|jmdict-eng-common
サラサラ|1005310|jmdict-eng-common
さん|1005340|jmdict-eng-common
ざっと|1005390|jmdict-eng-common
ざらざら|1005420|jmdict-eng-common
ザラザラ|1005420|jmdict-eng-common
ざわざわ|1005430|jmdict-eng-common
ザワザワ|1005430|jmdict-eng-common
しか|1005460|jmdict-eng-common
しきりに|1005480|jmdict-eng-common
頻りに|1005480|jmdict-eng-common
しくじる|1005500|jmdict-eng-common
しつこい|1005550|jmdict-eng-common
しつっこい|1005550|jmdict-eng-common
執拗い|1005550|jmdict-eng-common
しとしと|1005570|jmdict-eng-common
シトシト|1005570|jmdict-eng-common
しばしば|1005580|jmdict-eng-common
屡|1005580|jmdict-eng-common
屡々|1005580|jmdict-eng-common
屡屡|1005580|jmdict-eng-common
数|1005580|jmdict-eng-common
数々|1005580|jmdict-eng-common
数数|1005580|jmdict-eng-common
しまった|1005600|jmdict-eng-common
仕舞った|1005600|jmdict-eng-common
しみじみ|1005610|jmdict-eng-common
染み染み|1005610|jmdict-eng-common
沁み沁み|1005610|jmdict-eng-common
沁沁|1005610|jmdict-eng-common
しゃがむ|1005630|jmdict-eng-common
しゃっくり|1005650|jmdict-eng-common
吃逆|1005650|jmdict-eng-common
噦|1005650|jmdict-eng-common
しゃぶしゃぶ|1005660|jmdict-eng-common
しょっちゅう|1005710|jmdict-eng-common
しょんぼり|1005740|jmdict-eng-common
しょんもり|1005740|jmdict-eng-common
しんどい|1005800|jmdict-eng-common
じっくり|1005860|jmdict-eng-common
じいっと|1005870|jmdict-eng-common
じっと|1005870|jmdict-eng-common
じーっと|1005870|jmdict-eng-common
じーと|1005870|jmdict-eng-common
凝乎と|1005870|jmdict-eng-common
じめじめ|1005890|jmdict-eng-common
ジメジメ|1005890|jmdict-eng-common
じゃ|1005900|jmdict-eng-common
じゃあ|1005900|jmdict-eng-common
じゃがいも|1005930|jmdict-eng-common
じゃが芋|1005930|jmdict-eng-common
じゃが薯|1005930|jmdict-eng-common
ジャガイモ|1005930|jmdict-eng-common
ジャガ芋|1005930|jmdict-eng-common
ジャガ薯|1005930|jmdict-eng-common
じゃぶじゃぶ|1005950|jmdict-eng-common
ジャブジャブ|1005950|jmdict-eng-common
じゃんけん|1005970|jmdict-eng-common
じゃん拳|1005970|jmdict-eng-common
ジャンケン|1005970|jmdict-eng-common
ジャン拳|1005970|jmdict-eng-common
すっかり|1006110|jmdict-eng-common
すっきり|1006120|jmdict-eng-common
スッキリ|1006120|jmdict-eng-common
すうっと|1006140|jmdict-eng-common
すっと|1006140|jmdict-eng-common
スッと|1006140|jmdict-eng-common
スーッと|1006140|jmdict-eng-common
すべき|1006200|jmdict-eng-common
す可き|1006200|jmdict-eng-common
すやすや|1006230|jmdict-eng-common
すらすら|1006240|jmdict-eng-common
スラスラ|1006240|jmdict-eng-common
すると|1006280|jmdict-eng-common
すれすれ|1006310|jmdict-eng-common
スレスレ|1006310|jmdict-eng-common
摩れ摩れ|1006310|jmdict-eng-common
擦れ擦れ|1006310|jmdict-eng-common
ずきずき|1006340|jmdict-eng-common
ズキズキ|1006340|jmdict-eng-common
ずうっと|1006380|jmdict-eng-common
ずっと|1006380|jmdict-eng-common
ずーっと|1006380|jmdict-eng-common
ずばり|1006400|jmdict-eng-common
ズバリ|1006400|jmdict-eng-common
ずらす|1006420|jmdict-eng-common
ずるずる|1006440|jmdict-eng-common
づるづる|1006440|jmdict-eng-common
ズルズル|1006440|jmdict-eng-common
ずれる|1006460|jmdict-eng-common
づれる|1006460|jmdict-eng-common
ズレる|1006460|jmdict-eng-common
せかせか|1006480|jmdict-eng-common
せがむ|1006490|jmdict-eng-common
せず|1006530|jmdict-eng-common
せずに|1006540|jmdict-eng-common
せっかち|1006550|jmdict-eng-common
せめて|1006570|jmdict-eng-common
すやつ|1006600|jmdict-eng-common
そいつ|1006600|jmdict-eng-common
そやつ|1006600|jmdict-eng-common
其奴|1006600|jmdict-eng-common
そ〜|1006610|jmdict-eng-common
そぅ|1006610|jmdict-eng-common
そう|1006610|jmdict-eng-common
そお|1006610|jmdict-eng-common
そおお|1006610|jmdict-eng-common
そっ|1006610|jmdict-eng-common
そー|1006610|jmdict-eng-common
そーう|1006610|jmdict-eng-common
そーお|1006610|jmdict-eng-common
そうすると|1006630|jmdict-eng-common
そうだ|1006650|jmdict-eng-common
そだ|1006650|jmdict-eng-common
そこ|1006670|jmdict-eng-common
其処|1006670|jmdict-eng-common
其所|1006670|jmdict-eng-common
しかして|1006730|jmdict-eng-common
そして|1006730|jmdict-eng-common
然して|1006730|jmdict-eng-common
而して|1006730|jmdict-eng-common
そそっかしい|1006740|jmdict-eng-common
そちら|1006780|jmdict-eng-common
そっち|1006780|jmdict-eng-common
其方|1006780|jmdict-eng-common
そっくり|1006790|jmdict-eng-common
そうっと|1006810|jmdict-eng-common
そおっと|1006810|jmdict-eng-common
そっと|1006810|jmdict-eng-common
そーっと|1006810|jmdict-eng-common
その|1006830|jmdict-eng-common
そん|1006830|jmdict-eng-common
其の|1006830|jmdict-eng-common
そのうえ|1006880|jmdict-eng-common
その上|1006880|jmdict-eng-common
其の上|1006880|jmdict-eng-common
そのた|1006900|jmdict-eng-common
そのほか|1006900|jmdict-eng-common
その他|1006900|jmdict-eng-common
その外|1006900|jmdict-eng-common
其の他|1006900|jmdict-eng-common
其の外|1006900|jmdict-eng-common
其他|1006900|jmdict-eng-common
そのうち|1006930|jmdict-eng-common
その内|1006930|jmdict-eng-common
其の内|1006930|jmdict-eng-common
